name,games played,minutes,pts,reb,asts,turnover,fgm
LOGANHE01 ,108,2410,1258,376,244,188,449
LOGANJO01 ,257,0,3196,134,783,0,1125
LOHAUBR01 ,656,10378,3854,1869,714,555,1542
LONGAR01  ,98,1220,345,319,48,85,148
LONGGR01  ,1003,28514,9518,6154,1716,1628,3472
LONGJO01  ,893,22680,12131,2492,1738,1555,5108
LONGLLU01 ,567,12006,4090,2794,836,942,1685
LONGPA01  ,9,82,35,9,12,15,9
LONGPA01  ,71,436,274,57,54,0,108
LONGWI01  ,213,5033,2418,1269,209,389,902
LopezBr01 ,82,2504,1068,665,86,147,448
LOPEZFE01 ,249,4147,1448,604,252,254,550
LOPEZRA01 ,113,2135,733,194,428,221,280
LopezRo01 ,60,609,189,118,8,28,71
LORTHRY01 ,37,672,272,71,101,57,106
LOSCUJI01 ,511,9431,3156,2848,353,0,1333
LOTTPL01  ,67,638,147,123,43,0,63
LOUGHKE01 ,755,22308,11575,2254,2803,0,4477
LOVEBO01  ,789,25120,13895,4653,1123,0,5447
LoveKe01  ,81,2049,899,734,84,118,316
LOVELCL01 ,704,19075,11947,6663,1097,0,4784
LOVEST01  ,239,3515,1579,929,181,6,649
LOWERCH01 ,20,134,45,19,14,0,17
LOWESI01  ,193,3422,562,335,749,191,198
LowryKy01 ,169,3944,1429,470,604,256,458
LUCASAL01 ,2,0,2,0,2,0,1
LUCASJE01 ,829,32131,14053,12942,2732,0,5709
LUCASJO01 ,928,25556,9951,2151,6454,1803,3905
LUCASJO02 ,60,486,184,41,45,22,76
LUCASMA01 ,855,24787,12339,7520,1987,1810,4870
LUCASMA01 ,166,5325,2518,1786,511,506,1058
LUCKETE01 ,87,597,196,166,35,0,69
LUETY01   ,554,12564,4710,943,1727,659,1765
LUISIJI01 ,31,367,89,25,35,0,31
LUJACAL01 ,5,0,4,0,0,0,1
LUMPKPH01 ,82,1162,272,82,225,0,108
LUMPPRA01 ,300,2739,2462,391,654,0,895
LYNAMRB01 ,7,39,17,5,0,5,5
LYNCHGE01 ,774,17674,5109,3901,1121,890,2086
LYNCHKE01 ,95,1143,310,120,108,68,123
LYNNLO01  ,52,779,260,258,43,0,112
LYNNMI01  ,49,428,126,68,31,0,46
MACALMI01 ,30,112,48,25,3,0,19
MACAUED01 ,641,18071,11234,4325,2079,0,3742
MACCUTO01 ,223,3437,1369,888,121,154,568
MACGIRO01 ,6,57,8,9,11,0,2
MACIJAR01 ,19,135,44,10,5,8,14
MACKEMA01 ,22,69,32,24,1,2,14
MACKLRU01 ,160,2752,1030,464,121,207,392
MACKNJO01 ,117,0,823,110,134,0,285
MACKOL01  ,128,2513,916,319,230,109,396
MACKSA01  ,259,5027,2011,533,336,220,713
MACLEDO01 ,319,6680,3490,1210,404,398,1320
MACONMA01 ,251,5018,1685,467,428,323,694
MACYKY01  ,551,14246,5259,1214,2198,712,2175
MADDOJA01 ,1,0,0,0,1,0,0
MADDOTI01 ,9,35,11,7,5,3,3
MADKIGE01 ,48,422,80,26,65,29,26
MADSEMA01 ,453,5329,975,1157,181,206,381
MAGERNO01 ,24,0,124,47,22,0,40
MAGGECO01 ,640,18738,10431,3258,1382,1503,3189
MAGLEDA01 ,14,56,12,10,2,2,4
MAGLOJA01 ,592,13739,4764,4111,376,955,1705
MAHAFRA01 ,321,9589,3815,2554,507,467,1476
MahinIa01 ,6,22,21,5,1,2,6
MAHNKJO01 ,414,1352,2388,533,539,0,966
MAHONBR01 ,19,181,58,14,12,17,17
MAHONFR01 ,8,45,12,9,2,0,4
MAHORRI01 ,1117,25779,7763,6957,1082,1456,3098
MAJERDA01 ,955,30209,10925,4265,2755,1116,3950
MajorRe01 ,1,27,5,2,0,1,2
MALAMLI01 ,44,0,258,0,61,0,97
MALONJE01 ,905,29660,17231,2364,2154,1538,7099
MALONKA01 ,1476,54852,36928,14967,5248,4524,13528
MALONMA01 ,295,7470,2177,500,852,381,783
MALONMO01 ,1329,45071,27409,16212,1796,3804,9435
MALONMO01 ,126,4373,2171,1622,140,460,842
MALOVST01 ,39,445,80,86,26,23,31
MALOYMI01 ,71,861,442,268,48,13,168
MANAKTE01 ,5,45,12,3,2,0,4
MANDIJO01 ,81,0,335,0,88,0,119
MANGIFR01 ,6,0,5,0,0,0,2
MANNIDA01 ,883,24205,12367,4615,2063,1853,5026
MANNIED01 ,280,4013,1418,1264,200,0,603
MANNIED01 ,324,6221,2123,1453,294,326,915
MANNIGU01 ,73,1274,604,353,39,65,233
MANNIPA01 ,216,2125,660,259,231,132,257
MANNIRI01 ,55,512,182,94,10,24,81
MANTINI01 ,42,755,236,91,92,0,104
MARAVPE01 ,51,0,234,0,6,0,102
MARAVPE02 ,658,24316,15948,2747,3563,530,6187
MARBLRO01 ,29,194,55,32,12,17,18
MARBUST01 ,846,31899,16297,2516,6471,2547,5769
MARCISA01 ,363,8123,4631,819,807,715,1571
MARIASA01 ,43,0,333,0,60,0,125
MARINJA01 ,849,24590,12541,4405,1813,0,5068
MARIOSH01 ,744,28023,13254,7384,1511,1192,5357
MarkoDa01 ,30,171,51,31,6,15,19
MARKSSE01 ,187,1991,583,438,44,103,236
MARLAHA01 ,61,746,225,86,94,0,87
MARSHDO01 ,958,25028,10716,6350,1305,1293,4096
MARSHDO02 ,119,919,293,121,36,45,87
MARSHER01 ,60,851,269,75,90,50,123
MARSHJI01 ,39,375,119,84,30,0,39
MARSHRA01 ,62,605,170,60,23,34,56
MARSHTO01 ,168,2587,952,492,188,0,354
MARSHVE01 ,13,174,17,37,4,0,7
MARTIBI01 ,84,860,397,136,58,74,168
MARTIBO01 ,54,549,113,119,18,29,41
MARTIBR01 ,8,21,6,4,0,2,3
MartiCa01 ,33,266,86,33,13,9,28
MARTICU01 ,7,32,9,3,3,2,3
MARTIDA01 ,515,9167,3525,588,1472,631,1186
MARTIDO01 ,137,0,410,0,36,0,176
MARTIDO02 ,92,0,834,0,73,0,357
MARTIFE01 ,24,146,22,28,9,20,9
MARTIJE01 ,143,2685,956,290,109,96,384
MARTIKE01 ,548,17810,7741,3887,1140,1091,3182
MARTIKE02 ,307,9345,5222,1116,559,517,1570
MARTILA01 ,271,3795,1430,1258,203,0,591
MARTIMO01 ,69,422,204,65,49,43,74
MARTIPH01 ,7,47,12,10,6,0,5
MARTIRO01 ,66,1018,227,158,115,0,95
MARTISL01 ,745,21889,7337,2302,3160,0,2632
MASHBJA01 ,611,22761,11644,3271,2414,1585,4277
MASINAL01 ,99,1954,478,205,182,0,160
MASONAN01 ,882,30603,9656,7279,2963,1549,3583
MASONDE01 ,638,19577,7754,2850,1047,1028,2926
MASONRO01 ,267,5131,1984,470,380,213,717
MASSETO01 ,683,12286,4239,2965,266,685,1638
MASTED01  ,112,881,283,265,51,0,114
MATHIJO01 ,51,656,173,194,28,42,69
MATTHWE01 ,465,9305,3654,626,1955,963,1463
MAUGHAR01 ,259,0,2046,141,311,0,744
MAXEYMA01 ,98,1146,479,363,22,78,182
MAXIEJA01 ,252,4270,1497,971,87,182,578
MAXWECE01 ,835,23769,10465,5261,1862,1841,3433
MAXWEVE01 ,855,24309,10912,2200,2912,1663,3932
MAYBELE01 ,496,10337,2546,642,1767,591,950
MAYDO01   ,379,6619,3339,1309,389,0,1351
MAYESCL01 ,74,1000,297,279,40,0,119
MAYESTH01 ,24,255,99,16,35,31,30
MAYFIBI01 ,7,54,17,9,1,3,8
MAYFIKE01 ,13,64,37,8,4,0,17
MayoOJ01  ,82,3116,1516,308,262,226,562
MAYSC01   ,355,8029,3690,1450,610,429,1432
MAYSE01   ,82,1537,698,411,98,115,273
MAYSTR01  ,115,2964,1273,233,326,213,429
MAZZAMA01 ,26,0,98,0,29,0,33
MbahLu01  ,82,2113,594,487,87,100,227
MBENGDJ01 ,144,882,250,178,27,51,109
MCADOBO01 ,852,28327,18787,8048,1951,1223,7420
MCBRIKE01 ,12,249,117,31,14,0,48
MCCANBO01 ,178,2385,739,468,104,134,296
MCCANBR01 ,41,331,74,50,65,0,23
MCCANME01 ,13,65,22,6,2,1,8
MCCANRA01 ,249,5044,2479,507,331,361,923
MCCARAN01 ,103,1182,392,95,172,24,170
MCCARHO01 ,19,0,21,0,2,0,10
MCCARJO01 ,316,8828,2450,1145,1184,0,958
MCCARKE01 ,2,4,4,3,0,2,2
MCCARMI01 ,68,0,658,0,62,0,239
MCCARWA01 ,593,10372,3056,1554,670,518,1092
MCCARWI01 ,155,2842,1090,248,304,0,482
MCCASAM01 ,114,969,204,213,36,52,81
MCCLADW01 ,45,461,157,30,67,40,69
MCCLATE01 ,178,3487,1058,410,541,144,430
MCCLATE01 ,377,9196,3611,1217,1368,901,1419
MCCLIDA01 ,6,58,18,17,1,3,9
MCCLOGE01 ,766,17428,6925,2342,1769,1070,2469
MCCLOJA01 ,1,16,6,3,1,0,3
MCCONJO01 ,11,106,14,20,8,0,4
MCCONPA01 ,14,297,68,34,41,0,27
MCCORKE01 ,2,9,4,2,1,2,2
MCCORTI01 ,483,10390,4030,2366,491,619,1547
MCCOYJE01 ,260,3824,1200,921,135,245,510
McCraCh01 ,5,12,0,0,0,2,0
MCCRAPA01 ,37,437,160,73,33,0,63
MCCRARO01 ,768,24876,9014,5087,2750,1419,3516
MCCRASC01 ,77,892,224,190,74,68,83
MCCULJO01 ,8,23,21,4,3,3,9
MCDANCL01 ,12,71,30,10,7,2,8
MCDANJI01 ,70,2407,1665,896,106,167,710
MCDANJI01 ,201,2835,1033,852,182,87,436
MCDANXA01 ,870,25201,13606,5312,1775,1887,5673
MCDONBE01 ,176,3692,1061,568,236,149,463
MCDONGL01 ,146,1493,609,215,99,0,269
MCDONMI01 ,1,4,0,1,0,2,0
MCDONRO01 ,87,579,282,197,40,37,111
MCDOWHA01 ,206,1857,600,464,98,131,229
MCDYEAN01 ,865,25053,11391,6788,1133,1469,4672
MCELRJI01 ,418,10178,4120,820,1462,610,1636
McFarIv01 ,11,40,15,11,1,1,5
MCFARPA01 ,148,1977,947,298,219,178,414
MCGAHME01 ,51,0,176,0,51,0,62
McGeeJa01 ,75,1143,489,294,23,61,191
MCGEEMI01 ,520,9271,4968,1112,629,630,2087
MCGILBI01 ,158,2507,1613,611,168,0,658
MCGILBI01 ,137,2590,1481,675,162,149,612
MCGINGE01 ,528,16194,9090,5177,1985,1291,3386
MCGINGE01 ,314,11985,7919,4056,1104,1472,2995
MCGLOJO01 ,792,20930,9169,1928,2280,0,4001
MCGRATR01 ,784,27467,17289,4777,3699,1830,6290
MCGREGI01 ,42,532,171,148,18,0,66
MCGRIEL01 ,56,864,338,258,10,53,124
MCGUIAL01 ,191,2966,757,418,363,0,251
MCGUIAL02 ,2,10,4,2,1,0,2
MCGUIDI01 ,738,17170,5921,2784,4205,0,2048
McGuiDo01 ,149,2772,449,568,239,132,179
MCHALKE01 ,971,30118,17335,7122,1670,1893,6830
MCHARMA01 ,189,5315,2351,599,641,510,875
MCILVJI01 ,401,5927,1072,1243,105,231,423
MCINNJE01 ,576,15927,5396,1169,2514,788,2189
MCINTBO01 ,28,545,199,121,16,27,82
MCINTKE01 ,177,3700,934,696,173,0,401
MCKEEJE01 ,1,3,0,0,0,0,0
MCKENFO01 ,6,42,17,7,1,3,7
MCKENKE01 ,243,3460,1320,317,342,204,498
MCKENST01 ,396,7479,3579,1117,611,0,1281
MCKEYDE01 ,937,27233,10266,4387,2254,1713,3908
MCKIEAA01 ,793,19153,5871,2587,2126,1059,2265
MCKINBI01 ,476,9189,3823,677,1661,637,1554
MCKINCA01 ,9,113,22,13,7,7,10
MCKINHO01 ,318,1083,2994,373,503,0,1145
MCLEMMC01 ,580,12221,5130,3161,733,0,1947
MCLEOGE01 ,10,85,12,21,4,0,2
MCLEOKE01 ,200,3719,1105,268,536,250,363
MCLEORO01 ,113,2130,817,308,124,140,338
MCMAHJA01 ,524,14228,4237,1390,1939,0,1615
MCMILJI01 ,631,20227,8736,3319,1557,120,3644
MCMILNA01 ,796,20462,4733,3222,4893,1486,1833
MCMILSH01 ,263,4977,2397,1571,232,0,981
MCMILTO01 ,729,14770,5914,2913,788,693,2420
MCMULMA01 ,109,0,527,128,120,0,201
MCNABCH01 ,2,0,0,0,0,0,0
MCNAMJO01 ,118,695,289,238,58,0,116
MCNAMMA01 ,278,2707,980,827,77,223,362
MCNEACH01 ,108,1864,466,494,110,116,181
MCNEIBO01 ,125,1828,575,179,327,0,222
MCNEILA01 ,297,5094,2533,1440,225,71,915
MCNULCA01 ,1,14,2,0,0,0,1
MCPHEPA01 ,55,595,262,79,38,47,109
MCPIPRO01 ,5,44,21,5,1,10,8
MCQUECO01 ,3,7,6,8,0,0,3
MCREYTH01 ,5,28,3,6,1,0,1
McRobJo01 ,41,306,92,84,18,14,41
MCWILER01 ,44,245,86,60,5,0,34
MEARNGE01 ,81,0,443,0,45,0,151
MEDVEST01 ,263,3344,1390,744,136,159,590
MEEDA01   ,40,293,76,36,18,18,29
MEELYCL01 ,318,6329,2658,1703,398,0,1121
MEENTSC01 ,39,201,72,40,15,15,26
MEHENDI01 ,193,2294,2069,505,550,0,832
MEINEDO01 ,343,6782,2338,1626,433,0,790
MEINHCA01 ,98,0,516,0,63,0,209
MELCHBI01 ,144,1450,640,202,203,0,284
MELCHBI01 ,502,15337,6230,1082,3044,785,2469
MELCHGA01 ,137,2780,1074,329,298,0,434
MELVIED01 ,57,0,281,0,37,0,99
MEMINDE01 ,416,8554,2552,1086,1046,0,1004
MENCECH01 ,141,2821,983,347,333,0,363
MENGEJO01 ,636,12788,6218,1221,1329,280,2418
MENKEKE01 ,6,0,15,0,7,0,6
MensaPo01 ,34,354,140,134,6,28,50
MENYADE01 ,71,1756,643,551,84,99,256
MERCERO01 ,432,13418,5892,1298,921,683,2490
MERIWJO01 ,669,14807,5439,3764,603,737,2170
MERIWPO01 ,31,268,119,29,43,0,48
MESCHTO01 ,778,23459,9904,6698,1331,0,3877
MEYERBI01 ,7,45,22,5,1,2,10
MEYERDA01 ,281,7471,3149,1771,652,395,1208
MEYERLO01 ,140,2044,645,480,77,133,260
MIASEST01 ,365,3758,3851,999,518,0,1375
MICHELA01 ,96,897,330,256,49,57,140
MIHALZI01 ,7,0,6,0,0,0,3
MIHMCH01  ,436,8758,3262,2302,226,535,1253
MIKANED01 ,323,2779,2163,1093,296,0,799
MIKANGE01 ,439,8350,10156,4167,1245,0,3544
MIKANLA01 ,53,536,158,139,41,0,62
MIKKEVE01 ,699,18443,10063,5940,1515,0,3547
MIKSIAL01 ,8,0,27,0,4,0,5
MILESAA01 ,19,120,16,14,24,11,6
MILESCJ01 ,194,2918,1137,327,201,132,440
MILESDA01 ,446,11738,4507,2190,840,892,1877
MILESED01 ,605,15681,8120,1860,1225,0,3301
MILICDA01 ,336,5793,1860,1361,237,353,767
MILICMA01 ,44,216,108,30,14,27,47
MILITNA01 ,57,0,244,0,42,0,90
MILLEAN01 ,181,1637,510,488,66,90,197
MILLEAN02 ,815,28459,11896,3433,6020,2199,4388
MILLEBI01 ,28,0,53,0,20,0,21
MILLEBO01 ,2,8,4,5,1,0,2
MILLEBR01 ,711,21436,8588,5559,2147,1194,3055
MILLEDI01 ,8,53,8,7,5,8,4
MILLEED01 ,142,3675,1452,1206,210,0,517
MILLEHA01 ,53,0,152,0,42,0,58
MILLEJA01 ,109,1193,629,198,46,71,228
MILLEJA01 ,8,52,20,7,1,0,8
MILLELA01 ,486,14941,6595,2434,1155,663,2450
MILLEMI01 ,638,20586,8862,3182,2024,1210,3246
MILLEOL01 ,493,11338,3625,2893,1061,921,1536
MILLERE01 ,1389,47622,25279,4182,4141,2409,8241
MILLEWA01 ,12,0,23,0,6,0,7
MILLSCH01 ,568,17279,6357,2808,1063,725,2391
MILLSJO01 ,47,0,181,0,9,0,55
MillsPa01 ,239,5446,2243,1532,281,308,860
MILLSTE01 ,678,16422,7175,3680,891,851,2847
MINERHA01 ,200,3748,1801,432,245,278,692
MINGYA01  ,481,15722,9196,4468,764,1304,3362
MINNIDI01 ,222,3801,1187,367,845,358,493
MINORDA01 ,116,3168,877,527,288,0,339
MINORGR01 ,277,5144,1902,741,382,225,794
MINORMA01 ,4,20,5,4,2,0,1
MISAKWA01 ,3,0,7,0,0,0,3
MISKIJA01 ,1,3,0,0,1,0,0
MITCHLE01 ,78,1091,321,182,73,108,122
MITCHMI01 ,759,24537,15016,4246,1010,1300,6371
MITCHMU01 ,2,0,2,0,2,0,1
MITCHSA01 ,994,22256,8636,3711,1089,838,3220
MITCHTO01 ,24,353,123,50,21,33,43
MIXST01   ,1,4,2,1,0,0,1
MIXST01   ,714,15966,7176,3319,1245,563,2725
MLKVYBI01 ,31,608,181,101,62,0,75
MOBLECU01 ,747,27609,11964,2902,2015,1520,4319
MOBLEER01 ,113,1570,440,351,57,103,180
MOEDO01   ,378,12081,6161,2560,1197,492,2301
MOFFELA01 ,20,110,16,21,7,8,5
MOGUSLE01 ,231,0,1975,102,319,0,646
MOHAMNA01 ,638,11527,4337,3455,261,699,1764
MOISOJE01 ,145,1393,386,395,38,104,158
MOKESPA01 ,694,9739,2764,2342,500,585,1099
MOLINJA01 ,29,993,350,209,47,0,108
MOLISWA01 ,46,535,235,170,39,26,96
MOLISWA01 ,13,75,45,22,2,0,19
MONCRSI01 ,767,23150,11931,3575,2793,1551,4117
MONEYER01 ,426,10827,5211,894,1623,712,2239
MONIASE01 ,26,344,77,52,19,12,29
MONROEA01 ,926,29636,17454,2796,3594,305,6906
MONRORO01 ,38,313,131,33,27,23,53
MONTGHO01 ,20,364,144,69,21,0,65
MONTRER01 ,465,8481,2071,2159,207,405,891
MOONEJI01 ,18,529,135,70,35,0,54
MoonJa01  ,158,4236,1238,849,185,94,501
MOOREAN01 ,10,50,24,14,6,4,9
MOOREGE01 ,465,11780,5594,4360,648,623,2334
MOOREJA01 ,134,1178,365,338,67,0,137
MOOREJO01 ,520,13430,4890,1547,3866,1163,1998
MOORELA01 ,12,78,27,16,1,7,8
MOORELO01 ,112,2118,752,227,316,159,312
MOOREMI01 ,534,9732,3118,2104,368,509,1206
MOOREOT01 ,682,16893,5616,5575,1060,0,2336
MOORERI01 ,18,211,69,19,8,24,24
MOORERO01 ,14,59,24,8,1,4,9
MOORETR01 ,119,1729,833,183,121,98,298
MORELJA01 ,348,6250,2684,1779,432,0,1042
MORELJA01 ,234,7367,3046,1638,505,295,1244
MORGAGU01 ,8,46,15,17,7,2,7
MORGARE01 ,62,416,172,91,39,0,57
MORGEEL01 ,31,0,57,0,10,0,19
MORNIDA01 ,23,367,96,81,15,19,39
MorriAd01 ,130,3043,1126,310,204,162,435
MORRICH01 ,747,18748,8184,3544,1182,1171,3144
MORRIDW01 ,155,2216,555,822,135,0,218
MORRIIS01 ,25,102,55,12,4,8,26
MORRIJO01 ,9,76,27,9,7,9,10
MORRIMA01 ,62,0,781,0,194,0,252
MORRIMI01 ,36,153,72,20,11,23,23
MorriRa01 ,46,312,78,66,5,18,29
MORRITE01 ,139,1934,472,377,93,81,209
MorroAn01 ,67,1520,676,199,80,52,255
MORTODW01 ,41,395,167,58,18,27,50
MORTOJO01 ,128,1879,609,161,342,186,204
MORTORI01 ,2,11,6,0,1,1,3
MOSLEGL01 ,32,242,98,69,21,25,36
MOSSPE01  ,136,1710,536,210,168,136,207
MOTENLA01 ,119,1814,747,181,182,126,286
MOTTOHA01 ,155,2358,715,442,75,137,292
MOUNTRI01 ,283,6386,3330,475,676,350,1298
MOURNAL01 ,838,25971,14309,7138,946,2208,5116
MRAZOCH01 ,23,0,76,33,12,0,24
MUELLER01 ,442,9746,3285,2097,879,22,1309
MUELLER01 ,3,20,2,3,2,3,0
MULLAJO01 ,37,0,30,0,52,0,9
MULLEBO01 ,54,0,314,0,54,0,125
MULLICH01 ,986,32162,17911,4034,3450,2315,6740
MULLIJE01 ,802,24574,13017,3427,3023,0,5383
MUNDTTO01 ,33,151,37,28,3,3,16
MUNKCH01  ,11,29,13,14,1,5,3
MUNROGE01 ,80,0,485,0,20,0,191
MURDOER01 ,508,11882,5118,1261,2467,991,1889
MURESGH01 ,307,6730,3020,1958,150,446,1265
MURPHAL01 ,29,248,113,47,13,27,43
MURPHAL01 ,2,18,5,4,0,0,1
MURPHCA01 ,1002,30607,17949,2103,4402,822,7247
MURPHDI01 ,31,0,34,0,8,0,15
MURPHJA01 ,67,436,160,111,13,24,63
MURPHJO01 ,20,0,32,0,0,0,11
MURPHRO01 ,18,89,36,11,6,8,14
MURPHTO01 ,191,4071,1049,941,183,112,396
MURPHTR01 ,549,15904,6445,4624,857,733,2322
MURRAKE01 ,181,2118,1471,599,482,0,541
MURRALA01 ,736,18480,8286,3034,976,1207,3137
MURRARO01 ,412,9400,4071,824,961,651,1538
MURRATR01 ,659,12102,5943,1649,508,603,2181
MURREDO01 ,357,4486,1683,1555,226,0,593
MURREWI01 ,228,6747,2988,1655,233,275,1250
MUSIAN01  ,161,0,1359,0,117,0,558
MUSTAJE01 ,179,1902,721,452,99,144,285
MUTOMDI01 ,1198,36789,11729,12359,1240,2173,4169
MUURSMA01 ,83,948,389,181,50,47,137
MYERSPE01 ,377,6039,1804,671,807,465,660
NABERBO01 ,4,11,1,5,1,0,0
NACHABO01 ,6,59,20,19,3,0,6
NACHBBO01 ,318,5638,2254,837,283,280,745
NAGELJE01 ,14,0,13,0,18,0,6
NAGYFR01  ,50,0,253,0,68,0,94
NAILOLE01 ,305,5817,2622,935,298,320,1121
NAJERED01 ,520,9891,2770,2100,432,359,1092
NANCELA01 ,920,30697,15687,7352,2393,1711,6370
NAPOLPA01 ,1,0,0,0,0,0,0
NASHBO01  ,219,2557,1036,483,147,129,441
NASHBO01  ,17,175,67,55,12,16,27
NASHCH01  ,45,357,137,83,19,0,47
NASHCH01  ,39,786,333,190,46,49,106
NASHST01  ,934,29017,13438,2757,7504,2532,4856
NATERSW01 ,233,6878,3037,3043,281,555,1282
NATERSW01 ,489,13868,5943,5297,954,982,2432
NATHAHO01 ,5,15,13,0,2,8,5
NATTCA01  ,599,18818,10291,4070,1306,1256,4003
NATTKE01  ,49,388,150,40,41,35,65
NAULLWI01 ,716,20620,11305,6508,1114,0,4526
NavarJu01 ,82,2121,896,210,178,134,308
NDIAYMA01 ,4,27,5,5,1,1,1
NDIAYMA02 ,69,858,262,225,8,40,85
NDONGBO01 ,22,151,50,37,7,6,22
NEALCR01  ,63,625,158,45,155,73,59
NEALJI01  ,80,1093,351,304,33,0,129
NEALLL01  ,435,11015,4846,3370,632,102,1981
NEALYED01 ,540,6792,1451,1799,392,226,553
NEGRAAL01 ,11,0,31,0,5,0,13
NELSOBA01 ,28,102,35,20,7,0,15
NelsoDe01 ,13,172,53,24,13,15,24
NELSODO01 ,1053,21685,10898,5192,1526,0,4017
NELSOJA01 ,329,9002,4051,997,1478,673,1559
NELSOLO01 ,224,4947,2113,527,436,48,819
NELSORO01 ,59,490,186,53,47,0,72
NEMBHRU01 ,10,113,40,8,17,8,16
NEMELDI01 ,39,504,216,59,57,0,82
NESBYTY01 ,255,6659,2431,941,370,269,918
NESSLMA01 ,44,336,48,82,16,23,20
NESTERA01 ,769,17572,5356,4054,811,732,2489
NETOLBO01 ,618,20554,9876,5518,848,859,4058
NEUMAJO01 ,372,9332,5558,1148,1177,1088,2211
NEUMAJO01 ,83,1153,464,86,168,22,196
NEUMAPA01 ,451,11003,4989,1318,1453,0,1827
NEVITCH01 ,155,826,251,239,19,80,99
NEWBEME01 ,33,311,119,37,57,32,42
NEWBIIV01 ,134,1430,198,353,50,71,76
NEWBLIR01 ,380,7650,1930,1114,342,288,782
NEWLIMI01 ,837,24574,12507,2494,3364,878,4720
NEWMADA01 ,31,457,234,157,28,0,100
NEWMADA01 ,145,1771,769,521,100,0,312
NEWMAJO01 ,1159,28435,12740,2536,1688,1656,4456
NEWTOBI01 ,35,190,73,65,14,17,31
NichoDe01 ,18,62,22,7,2,4,9
NICHOJA01 ,504,10703,5245,2782,964,0,2013
NICKEGA01 ,4,42,15,5,1,1,4
NICKSCA01 ,156,2579,1067,297,249,228,450
NIEMARI01 ,34,272,107,100,16,0,44
NIEMARI01 ,153,2650,1123,979,142,27,456
NIEMIJO01 ,115,0,686,0,212,0,225
NILESMI01 ,44,231,115,58,15,25,48
NIMPHKU01 ,564,11441,3602,2474,681,559,1451
NIXDY01   ,20,109,39,26,5,7,14
NIXONNO01 ,768,27250,12065,1991,6386,2368,5219
NoahJo01  ,154,3473,1025,1022,190,171,384
NOBLECH01 ,411,9212,3276,1075,1344,0,1362
NOCIOAN01 ,374,9530,4435,1890,493,605,1575
NoelDa01  ,68,791,182,123,65,40,64
NOELPA01  ,201,32,661,85,140,0,259
NOLANJI01 ,5,0,8,0,4,0,4
NOLENPA01 ,1,2,0,1,0,0,0
NORDGJE01 ,13,48,18,14,3,3,5
NORDMRO01 ,133,1628,571,517,73,0,237
NORLAJO01 ,217,0,1811,9,218,0,659
NORMACO01 ,99,1213,595,145,94,22,277
NORMAKE01 ,646,18992,8717,3945,1355,1173,3737
NORRIAU01 ,187,2585,819,576,147,247,283
NORRIMO01 ,444,7638,2272,868,1233,524,816
NORRISY01 ,17,189,40,43,6,19,18
NORWOWI01 ,430,7341,3209,1597,364,56,1218
NOSTRGE01 ,221,0,1804,0,184,0,678
NOSZKST01 ,110,0,660,0,68,0,256
NOVAKMI01 ,125,24,420,2,175,0,161
NovakSt01 ,142,1610,678,186,52,31,243
NOWELME01 ,76,1555,731,193,155,142,273
NOWELME01 ,39,589,232,67,84,0,92
NOWITDI01 ,839,30689,19084,7182,2247,1618,6628
NUTTDE01  ,25,91,57,8,16,10,16
NWOSUJU01 ,23,84,31,24,3,9,9
OAKLECH01 ,1282,40282,12417,12205,3217,2785,4835
OBANCH01  ,48,399,120,67,29,17,50
OBANED01  ,128,2061,634,315,102,82,249
OBERTFA01 ,273,4171,991,1063,249,185,443
OBOYJO01  ,5,97,21,10,5,0,8
OBRIBO01  ,46,0,81,0,10,0,27
OBRIEJI01 ,303,6148,1795,618,1244,534,720
OBRIEJI02 ,58,665,268,138,87,81,103
OBRIRA01  ,119,2335,848,192,180,0,324
OBryaPa01 ,80,480,171,116,24,37,72
OCONDE01  ,82,0,473,0,156,0,198
OdenGr01  ,61,1312,540,424,31,87,198
ODOMLA01  ,665,24265,10057,5858,2812,1825,3727
ODONAN01  ,25,0,90,0,17,0,38
OGDENCA01 ,74,490,257,106,48,0,106
OGDENRA01 ,32,162,42,32,9,0,17
OGGAL01   ,80,657,175,133,13,30,75
OGRAFR01  ,146,0,537,0,97,0,207
OHANLFR01 ,14,101,22,4,13,0,8
OHLDO01   ,727,22413,11549,2163,2243,0,4685
OKAFOEM01 ,330,11219,4630,3516,298,597,1866
OKEEDI01  ,172,0,888,37,160,0,316
OKEETO01  ,6,0,23,7,10,0,10
OKORMI01  ,407,8810,3355,1391,856,541,1449
OKURME01  ,531,15655,7379,3810,921,832,2599
OLAJUHA01 ,1238,44223,26946,13747,3058,3667,10749
OLBERMA01 ,865,21637,8145,4503,2190,1509,2824
OLBERMA01 ,81,2055,795,530,142,141,302
OLDHAJA01 ,329,5241,1455,1353,162,362,608
OLDHAJO01 ,127,0,926,242,226,0,326
OLEYNFR01 ,102,1166,508,90,113,0,208
OLIVEBR01 ,118,1182,389,123,114,78,155
OLIVEDE01 ,35,231,64,24,44,21,24
OLIVEJI01 ,78,856,331,80,55,33,135
OLIVEJO01 ,35,204,44,20,3,15,13
OLLIEKE01 ,637,10043,2452,993,1481,486,827
OLLRIGE01 ,14,0,44,0,24,0,17
OLOWOMI01 ,500,13131,4135,3414,327,898,1788
OLSENEN01 ,84,1375,343,374,249,0,158
OLSENEN01 ,380,4297,1613,1138,299,0,663
OMALGR01  ,24,113,50,26,10,0,21
